TYPE,LICENSEE,PROGRAM NAME,AUTHORIZATION,"LICENSING 
DEPARTMENT",BEDS,COUNTY,FACILITY ADDRESS,CITY,ZIP CODE,CERTIFICATE NUMBER,STATE,LOCATION
STRTP (Short-Term Residential Therapeutic Program),Tender Loving Care Home For Boys Inc,Corinthians Helping Hand Group Home 2,Approved,CDSS,6,San Bernardino,Unknown,Rancho Cucamonga,91730,MH/36/06/20,California,"San Bernardino, California"
STRTP (Short-Term Residential Therapeutic Program),Tender Loving Care Home For Boys Inc,Corinthians Helping Hand Group Home,Approved,CDSS,6,San Bernardino,Unknown,Rancho Cucamonga,91730,MH/36/05/20,California,"San Bernardino, California"
STRTP (Short-Term Residential Therapeutic Program),The Refuge Inc,Refuge 2,Approved,CDSS,6,Alameda,Unknown,Oakland,94601,MH/01/04/22,California,"Alameda, California"
STRTP (Short-Term Residential Therapeutic Program),The Refuge Inc,Refuge 3,Approved,CDSS,6,Alameda,Unknown,Oakland,94619,MH/01/05/22,California,"Alameda, California"
STRTP (Short-Term Residential Therapeutic Program),The Refuge Inc,Refuge,Approved,CDSS,6,Alameda,Unknown,Oakland,94619,MH/01/03/22,California,"Alameda, California"
STRTP (Short-Term Residential Therapeutic Program),Transitions - Mental Health Association,Tmha-Youth Treatment Program,Approved,CDSS,6,San Luis Obispo,Unknown,San Luis Obispo,93401,MH/40/05/24,California,"San Luis Obispo, California"
STRTP (Short-Term Residential Therapeutic Program),Trinity Youth Services,Trinity - Yucaipa,Approved,CDSS,16,San Bernardino,Unknown,Yucaipa,92399,MH/36/07/19,California,"San Bernardino, California"
STRTP (Short-Term Residential Therapeutic Program),Trinity Youth Services,Trinity - Apple Valley,Approved,CDSS,16,San Bernardino,Unknown,Apple Valley,92308,MH/36/06/19,California,"San Bernardino, California"
STRTP (Short-Term Residential Therapeutic Program),Unicorn Gardens Inc,Unicorn Gardens 2,Approved,CDSS,6,Kern,Unknown,Bakersfield,93304,MH/15/02/20,California,"Kern, California"
STRTP (Short-Term Residential Therapeutic Program),Unicorn Gardens Inc,Unicorn Garden 1,Approved,CDSS,6,Kern,Unknown,Bakersfield,93304,MH/15/01/20,California,"Kern, California"
STRTP (Short-Term Residential Therapeutic Program),Valley Teen Ranch,Valley Teen Ranch,Approved,CDSS,16,Madera,Unknown,Madera,93638,MH/20/02/19,California,"Madera, California"
STRTP (Short-Term Residential Therapeutic Program),Varsity Team Inc,Varsity Team Inc 4,Approved,CDSS,6,Imperial,Unknown,Calipatria,92233,MH/13/02/22,California,"Imperial, California"
STRTP (Short-Term Residential Therapeutic Program),Varsity Team Inc,Varsity Team Inc 3,Approved,CDSS,6,Imperial,Unknown,Brawley,92227,MH/13/01/22,California,"Imperial, California"
STRTP (Short-Term Residential Therapeutic Program),Varsity Team Inc,Varsity Team Inc 1,Approved,CDSS,6,San Diego,Unknown,San Diego,92126,MH/37/11/21,California,"San Diego, California"
STRTP (Short-Term Residential Therapeutic Program),Varsity Team Inc,Varsity Team Inc 2,Approved,CDSS,6,San Diego,Unknown,San Diego,92139,MH/37/12/21,California,"San Diego, California"
STRTP (Short-Term Residential Therapeutic Program),Victor Treatment Centers Inc,Victor Treatment Center - Wright House,Approved,CDSS,8,Sonoma,Unknown,Santa Rosa,95401,MH/49/01/19,California,"Sonoma, California"
STRTP (Short-Term Residential Therapeutic Program),Victor Treatment Centers Inc,Victor Treatment Center - Lane House,Approved,CDSS,6,Sonoma,Unknown,Santa Rosa,95401,MH/49/02/19,California,"Sonoma, California"
STRTP (Short-Term Residential Therapeutic Program),Victor Treatment Centers Inc,Victor Treatment Center - Juniper House,Approved,CDSS,6,Sonoma,Unknown,Santa Rosa,95407,MH/49/06/19,California,"Sonoma, California"
STRTP (Short-Term Residential Therapeutic Program),Victor Treatment Centers Inc,Victor Treatment Center - Irwin House,Approved,CDSS,6,Sonoma,Unknown,Santa Rosa,95401,MH/49/03/19,California,"Sonoma, California"
STRTP (Short-Term Residential Therapeutic Program),Victor Treatment Centers Inc,Victor Treatment Center - Country Club House,Approved,CDSS,6,Sonoma,Unknown,Santa Rosa,95401,MH/49/05/19,California,"Sonoma, California"
STRTP (Short-Term Residential Therapeutic Program),Victor Treatment Centers Inc,Victor Treatment Center - Clover House,Approved,CDSS,6,Sonoma,Unknown,Santa Rosa,95401,MH/49/04/19,California,"Sonoma, California"
STRTP (Short-Term Residential Therapeutic Program),Vista Del Mar Child And Family Services,Vista Del Mar Child And Family Services,Approved,CDSS,16,Los Angeles,Unknown,Los Angeles,90064,MH/19/01/20,California,"Los Angeles, California"
STRTP (Short-Term Residential Therapeutic Program),West Covina Ffa Dba Sunrise Horizon,Casa Esperanza Strtp Chino,Approved,CDSS,6,San Bernardino,Unknown,Chino,91710,MH/36/01/21,California,"San Bernardino, California"
STRTP (Short-Term Residential Therapeutic Program),West Covina Ffa Dba Sunrise Horizon,Casa Esperanza Strtp Pomona,Approved,CDSS,6,Los Angeles,Unknown,Pomona,91768,MH/19/14/20,California,"Los Angeles, California"
STRTP (Short-Term Residential Therapeutic Program),Willie Young'S Home For Young Men,Walt'S Home For Young Men 2,Approved,CDSS,6,Kern,Unknown,Bakersfield,93311,MH/15/01/22,California,"Kern, California"
STRTP (Short-Term Residential Therapeutic Program),Willie Young'S Home For Young Men,Walt'S Home For Young Men,Approved,CDSS,6,Kern,Unknown,Bakersfield,93311,MH/15/05/21,California,"Kern, California"
STRTP (Short-Term Residential Therapeutic Program),Youth Quest Inc,Youth Quest Guidance Center,Approved,CDSS,6,Kern,Unknown,Bakersfield,93307,MH/15/06/21,California,"Kern, California"
STRTP (Short-Term Residential Therapeutic Program),Youth Quest Inc,Youth Quest Inc For Girls,Approved,CDSS,6,Kern,Unknown,Bakersfield,93311,MH/15/02/25,California,"Kern, California"
STRTP (Short-Term Residential Therapeutic Program),Znd Residential,Znd Residential Inc (Znd),Approved,CDSS,6,Fresno,Unknown,Fresno,93727,10G4,California,"Fresno, California"
STRTP (Short-Term Residential Therapeutic Program),Zoe International Inc,Zoe Home For Youth,Approved,CDSS,6,Los Angeles,Unknown,Acton,93510,MH/19/06/23,California,"Los Angeles, California"
CTF (Community Treatment Facility),Star View Children And Family Services Inc,Star View  Community Treatment Facility,Approved,CDSS,44,Los Angeles,Unknown,Torrance,90505,MHCF120144,California,"Los Angeles, California"
CTF (Community Treatment Facility),Vista Del Mar Child And Family Services,Vista Del Mar Child And Family Services,Approved,CDSS,24,Los Angeles,Unknown,Los Angeles,90034,MHCF05012,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),3855 Brunston Llc,Elevation Behavioral Health (Garrett Court),Certified,CDSS,6,Los Angeles,5182 Garrett Court,Calabasas,91302,MHBS240496,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),3855 Brunston Llc,Elevation Behavioral Health (Westhaven),Certified,CDSS,6,Los Angeles,29816 Westhaven Drive,Agoura Hills,91301,MHBS200334,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),A Better Life Recovery Llc,A Mission For Michael (North Ridge),Certified,CDSS,6,San Diego,197 North Ridge Drive,Fallbrook,92028,MHBT240493,California,"San Diego, California"
SRP (Social Rehabilitation Program),A Better Life Recovery Llc,A Mission For Michael (Peony),Certified,CDSS,6,San Diego,3875 Peony Drive,Fallbrook,92028,MHBT240494,California,"San Diego, California"
SRP (Social Rehabilitation Program),A Better Life Recovery Llc,A Mission For Michael (Blue Lantern),Certified,CDSS,6,Orange,33721 Blue Lantern,Dana Point,92629,MHBT200328,California,"Orange, California"
SRP (Social Rehabilitation Program),A Better Life Recovery Llc,A Mission For Michael (Campeon),Certified,CDSS,6,Orange,26006 Campeon,Laguna Niguel,92677,MHBT200330,California,"Orange, California"
SRP (Social Rehabilitation Program),A Better Life Recovery Llc,A Mission For Michael (Crystal Lantern),Certified,CDSS,6,Orange,34142 Crystal Lantern,Dana Point,92629,MHBT200307,California,"Orange, California"
SRP (Social Rehabilitation Program),A Better Life Recovery Llc,A Mission For Michael (Goldenbush),Certified,CDSS,6,San Diego,6477 Goldenbush Drive,Carlsbad,92011,MHBT210354,California,"San Diego, California"
SRP (Social Rehabilitation Program),A Better Life Recovery Llc,A Mission For Michael (Grayston),Certified,CDSS,6,Orange,24171 Grayston Drive,Lake Forest,92630,MHBT200341,California,"Orange, California"
SRP (Social Rehabilitation Program),A Better Life Recovery Llc,A Mission For Michael (Hoover),Certified,CDSS,6,San Diego,1155 Hoover Street,Carlsbad,92008,MHBT210355,California,"San Diego, California"
SRP (Social Rehabilitation Program),A Better Life Recovery Llc,A Mission For Michael (Paseo Michelle),Certified,CDSS,6,Orange,28334 Paseo Michelle,San Juan Capistrano,92675,MHBT200344,California,"Orange, California"
SRP (Social Rehabilitation Program),A Better Life Recovery Llc,A Mission For Michael (Paseo Valencia),Certified,CDSS,6,Orange,31101 Paseo Valencia,San Juan Capistrano,92675,MHBT200308,California,"Orange, California"
SRP (Social Rehabilitation Program),A Better Life Recovery Llc,A Mission For Michael (Sunnybrook),Certified,CDSS,6,Orange,24262 Sunnybrook Circle,Lake Forest,92630,MHBT200332,California,"Orange, California"
SRP (Social Rehabilitation Program),A Better Life Recovery Llc,A Mission For Michael (Via Banderas),Certified,CDSS,6,Orange,26972 Via Banderas,San Juan Capistrano,92675,MHBT200331,California,"Orange, California"
SRP (Social Rehabilitation Program),A Better Life Recovery Llc,A Mission For Michael (Waterwheel),Certified,CDSS,6,Orange,26065 Waterwheel Place,Laguna Hills,92653,MHBT200340,California,"Orange, California"
SRP (Social Rehabilitation Program),A Brighter Day Recuperative Care Llc,A Brighter Day - Amelia House,Certified,CDSS,6,Los Angeles,1202 W 98th Street,Los Angeles,90044,MHBL250544,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),A Brighter Day Recuperative Care Llc,"A Brighter Day Recuperative Care Llc 
Brandy House",Certified,CDSS,12,Los Angeles,407-409 W. 103rd Street,Los Angeles,90003,MHBL220383,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Aasha Health Inc,Aasha Health,Certified,CDSS,14,San Diego,2821 B Street,San Diego,92102,MHBS250541,California,"San Diego, California"
SRP (Social Rehabilitation Program),Akua Behavioral Health Inc,Akua Behavioral Health Inc 1,Certified,CDSS,6,Orange,373 Ralcam Place,Costa Mesa,92627,MHBT170239,California,"Orange, California"
SRP (Social Rehabilitation Program),Akua Behavioral Health Inc,Akua Behavioral Health Inc 2,Certified,CDSS,6,Orange,324 University Drive,Costa Mesa,92627,MHBT170240,California,"Orange, California"
SRP (Social Rehabilitation Program),Akua Behavioral Health Inc,Akua Behavioral Health Inc 4,Certified,CDSS,14,Sacramento,10821 & 10827 Fair Oaks Boulevard,Fair Oaks,95628,MHBT200311,California,"Sacramento, California"
SRP (Social Rehabilitation Program),Alter Behavioral Health - Capistrano Beach Llc,Alter Behavioral Health - Capistrano Beach Llc,Certified,CDSS,6,Orange,33452 Via De Agua,San Juan Capistrano,92675,MHBS240503,California,"Orange, California"
SRP (Social Rehabilitation Program),Alter Mental Health - Dana Point Llc,Alter Mental Health - Dana Point Llc,Certified,CDSS,6,Orange,33522 Avenida Calita,San Juan Capistrano,92675,MHBS230474,California,"Orange, California"
SRP (Social Rehabilitation Program),Alter Mental Health Llc,Alter Mental Health Llc - Granada Dr,Certified,CDSS,6,Orange,33861 Granada Drive,Dana Point,92629,MHBT220397,California,"Orange, California"
SRP (Social Rehabilitation Program),Altignis Campus Llc,Alter Behavioral Health - San Diego,Certified,CDSS,6,San Diego,4850 67th Street,San Diego,92115,MHBS220408,California,"San Diego, California"
SRP (Social Rehabilitation Program),Altignis Health Llc,Alter Behavioral Health - Orange County,Certified,CDSS,6,Orange,33881 Orilla Road,Dana Point,92629,MHBS250557,California,"Orange, California"
SRP (Social Rehabilitation Program),Amethyst Behavioral Health Llc,Amethyst Behavioral Health Llc,Certified,CDSS,12,San Bernardino,"921, 923, and 925 Tribune Street",Redlands,92674,MHBL220388,California,"San Bernardino, California"
SRP (Social Rehabilitation Program),Arise Hilside Treatment Center Llc,Arise Hillside Treatment Center,Certified,CDSS,6,Los Angeles,4800 Almidor Avenue,Woodland Hills,91364,MHBS240486,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Autumn Hills Behavioral Health Llc,Autumn Hills Behavioral Health,Certified,CDSS,6,Los Angeles,5435 Donna Ave.,Tarzana,91356,MHBS250563,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Avery Lane Llc,Avery Lane,Certified,CDSS,10,Marin,200 Atherton Avenue,Novato,94945,MHBT230463,California,"Marin, California"
SRP (Social Rehabilitation Program),Axis Mental Health Llc,Axis Desert Hot Springs - A,Certified,CDSS,6,Riverside,"66563 5th Street, Building A",Desert Hot Springs,92240,MHBT240513,California,"Riverside, California"
SRP (Social Rehabilitation Program),Axis Mental Health Llc,Axis Desert Hot Springs - B,Certified,CDSS,6,Riverside,"66563 5th Street, Building B",Desert Hot Springs,92240,MHBT240514,California,"Riverside, California"
SRP (Social Rehabilitation Program),Axis Mental Health Llc,Axis Desert Hot Springs - C,Certified,CDSS,6,Riverside,"66563 5th Street, Building C",Desert Hot Springs,92240,MHBT240515,California,"Riverside, California"
SRP (Social Rehabilitation Program),Bridges Inc,Casitas Esperanza,Certified,CDSS,13,Los Angeles,11931 Elliott Avenue,El Monte,91732,MHBL030141,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Bridges Inc,Casitas Tranquilas,Certified,CDSS,15,Los Angeles,11927 Elliott Avenue,El Monte,91732,MHBL950113,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Baker Places Inc,Baker Street House,Certified,CDSS,16,San Francisco,730 Baker Street,San Francisco,94115,MHBT170219,California,"San Francisco, California"
SRP (Social Rehabilitation Program),Baker Places Inc,Ferguson Place,Certified,CDSS,12,San Francisco,1249 Scott Street,San Francisco,94115,MHBT170221,California,"San Francisco, California"
SRP (Social Rehabilitation Program),Baker Places Inc,Fostel House,Certified,CDSS,12,San Francisco,2157 Grove Street,San Francisco,94117,MHBT250558,California,"San Francisco, California"
SRP (Social Rehabilitation Program),Baker Places Inc,Robertson Place,Certified,CDSS,12,San Francisco,921 Lincoln Way,San Francisco,94122,MHBT170222,California,"San Francisco, California"
SRP (Social Rehabilitation Program),Baker Places Inc,San Jose Place,Certified,CDSS,11,San Francisco,673 San Jose Avenue,San Francisco,94110,MHBT170223,California,"San Francisco, California"
SRP (Social Rehabilitation Program),Bay Area Commuinity Services Inc,Amber House Crisis Residential,Certified,CDSS,16,Alameda,516 31st Street,Oakland,94609,MHBS190291,California,"Alameda, California"
SRP (Social Rehabilitation Program),Bay Area Commuinity Services Inc,Rosewood Crisis Residential,Certified,CDSS,16,Solano,508 Alabama Street,Vallejo,94590,MHBS160212,California,"Solano, California"
SRP (Social Rehabilitation Program),Bay Area Commuinity Services Inc,Woodroe Place,Certified,CDSS,15,Alameda,22505 Woodroe Avenue,Hayward,94541,MHBS910015,California,"Alameda, California"
SRP (Social Rehabilitation Program),Beachstep Investments Llc,Avalon Malibu,Certified,CDSS,6,Los Angeles,32420 Pacific Coast Highway,Malibu,90265,MHBS250539,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Bel Air Health Services Inc,Bel Air Home,Certified,CDSS,6,Los Angeles,11240 Chalon Road,Los Angeles,90049,MHBS200324,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Benchmark Young Adult School Inc,Benchmark Transitions (Camulos),Certified,CDSS,6,San Bernardino,10132 Camulos Avenue,Montclair,91763,MHBS240488,California,"San Bernardino, California"
SRP (Social Rehabilitation Program),Benchmark Young Adult School Inc,Benchmark Transitions (Cyprus),Certified,CDSS,6,San Bernardino,1480 Cyprus,Redlands,91763,MHBT250552,California,"San Bernardino, California"
SRP (Social Rehabilitation Program),Benchmark Young Adult School Inc,Benchmark Transitions (Magnolia),Certified,CDSS,6,San Bernardino,1330 Magnolia,Redlands,91763,MHBT240483,California,"San Bernardino, California"
SRP (Social Rehabilitation Program),Beverly Hills Home Inc,Beverly Hills Home,Certified,CDSS,6,Los Angeles,450 South La Peer Drive,Beverly Hills,90211,MHBT230462,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Bh-Ic Opco Llc,Jackson House El Centro,Certified,CDSS,16,Imperial,2364 South 2nd Street,El Centro,92243,MHBS190303,California,"Imperial, California"
SRP (Social Rehabilitation Program),Bh-Rc Opco Llc,Jackson House Temecula,Certified,CDSS,16,Riverside,28999 Old Town Front Street #101,Temecula,92590,MHBS200306,California,"Riverside, California"
SRP (Social Rehabilitation Program),Bh-Sd Social Rehab Lm Llc,Jackson House,Certified,CDSS,15,San Diego,5332 Jackson Drive,La Mesa,91942,MHBS170235,California,"San Diego, California"
SRP (Social Rehabilitation Program),Bh-Tc Opco Llc,Jackson House Tulare,Certified,CDSS,16,Tulare,1168 Leland Avenue,Tulare,93274,MHBS230457,California,"Tulare, California"
SRP (Social Rehabilitation Program),Bh-Vc Opco Sp Llc,Jackson House Santa Paula,Certified,CDSS,16,Ventura,811 Telegraph Road,Santa Paula,93060,MHBS210373,California,"Ventura, California"
SRP (Social Rehabilitation Program),Bonita House Inc,Bonita House Inc,Certified,CDSS,16,Alameda,1410 Bonita Avenue,Berkeley,94709,MHAT910024,California,"Alameda, California"
SRP (Social Rehabilitation Program),Bridges To Recovery Llc,Bridges To Recovery - Foothill Road,Certified,CDSS,6,Los Angeles,725 Foothill Road,Beverly Hills,90210,MHBS120179,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Bridges To Recovery Llc,Bridges To Recovery - Maple Drive,Certified,CDSS,6,Los Angeles,721 Maple Drive,Beverly Hills,90210,MHBS130185,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Buckelew Programs,Casa Rene Social Rehab,Certified,CDSS,10,Marin,1109 Sir Francis Drake Boulevard,Kentfield,94904,MHBS130188,California,"Marin, California"
SRP (Social Rehabilitation Program),Ca Ya Services Llc,Newport Institute - Alhambra,Certified,CDSS,6,Ventura,2565 Alhambra Court,Santa Rosa Valley,93012,MHBL200395,California,"Ventura, California"
SRP (Social Rehabilitation Program),Ca Ya Services Llc,Newport Institute - Bayview,Certified,CDSS,6,Marin,285 Margarita Drive,San Rafael,94901,MHBL220412,California,"Marin, California"
SRP (Social Rehabilitation Program),Ca Ya Services Llc,Newport Institute - Cerro Vista,Certified,CDSS,6,Orange,160 S Cerro Vista Way,Anaheim,92807,MHBL210374,California,"Orange, California"
SRP (Social Rehabilitation Program),Ca Ya Services Llc,Newport Institute - Deerhaven,Certified,CDSS,6,Orange,9881 Deerhaven Drive,North Tustin,92705,MHBL220419,California,"Orange, California"
SRP (Social Rehabilitation Program),Ca Ya Services Llc,Newport Institute - Del Monte,Certified,CDSS,6,Riverside,41455 Via Del Monte,Temecula,92592,MHBL230456,California,"Riverside, California"
SRP (Social Rehabilitation Program),Ca Ya Services Llc,Newport Institute - Fernwood,Certified,CDSS,6,El Dorado,5841 Fernwood Drive,Shingle Springs,95682,MHBL220435,California,"El Dorado, California"
SRP (Social Rehabilitation Program),Ca Ya Services Llc,Newport Institute - Kilkare,Certified,CDSS,6,Alameda,227 Kilkare Road,Sunol,94586,MHBL220405,California,"Alameda, California"
SRP (Social Rehabilitation Program),Ca Ya Services Llc,Newport Institute - Lewis,Certified,CDSS,6,Orange,7251 E. Lewis Avenue,Orange,92869,MHBL220380,California,"Orange, California"
SRP (Social Rehabilitation Program),Ca Ya Services Llc,Newport Institute - Miramar,Certified,CDSS,6,Orange,10022 Miramar Circle,Santa Ana,92705,MHBL220420,California,"Orange, California"
SRP (Social Rehabilitation Program),Ca Ya Services Llc,Newport Institute - Montaire,Certified,CDSS,6,El Dorado,4670 Montaire Drive,Shingle Springs,95682,MHBL220406,California,"El Dorado, California"
SRP (Social Rehabilitation Program),Ca Ya Services Llc,Newport Institute - Patagonia,Certified,CDSS,6,Riverside,39650 Patagonia Court,Temecula,92591,MHBL220418 ,California,"Riverside, California"
SRP (Social Rehabilitation Program),Ca Ya Services Llc,Newport Institute - Periwinkle,Certified,CDSS,6,Orange,12822 Periwinkle Drive,North Tustin,92705,MHBL220421 ,California,"Orange, California"
SRP (Social Rehabilitation Program),Ca Ya Services Llc,Newport Institute - Pimlico,Certified,CDSS,6,Ventura,10813 Pimlico Drive,Moorpark,93021,MHBL210367,California,"Ventura, California"
SRP (Social Rehabilitation Program),Ca Ya Services Llc,Newport Institute - Presilla,Certified,CDSS,6,Ventura,11530 Presilla Road,Camarillo,93012,MHBL210366,California,"Ventura, California"
SRP (Social Rehabilitation Program),Ca Ya Services Llc,Newport Institute - Read,Certified,CDSS,6,Ventura,4914 Read Road,Moorpark,93012,MHBL220379,California,"Ventura, California"
SRP (Social Rehabilitation Program),Ca Ya Services Llc,Newport Institute - Shady Creek,Certified,CDSS,6,Riverside,43821 Shady Creek,Temecula,92590,MHBL220404,California,"Riverside, California"
SRP (Social Rehabilitation Program),Ca Ya Services Llc,Newport Institute - Sycamore,Certified,CDSS,6,Riverside,28190 Sycamore Mesa Road,Temecula,92590,MHBL220431,California,"Riverside, California"
SRP (Social Rehabilitation Program),Ca Ya Services Llc,Newport Institute - Willow Hill,Certified,CDSS,6,Contra Costa,1400 Lawrence Road,Danville,94506,MHBL250526,California,"Contra Costa, California"
SRP (Social Rehabilitation Program),Ca Ya Services Llc,Newport Institute - Highcliff,Certified,CDSS,6,Orange,9951 Highcliff Drive,North Tustin,92705,MHBL250548,California,"Orange, California"
SRP (Social Rehabilitation Program),Ca Ya Services Llc,Newport Institute - Palm Hills,Certified,CDSS,6,Orange,195 S. Peralta Hills Drive,Anaheim Hills,92807,MHBL250549,California,"Orange, California"
SRP (Social Rehabilitation Program),California Care Detox & Treatment Llc,California Care Mental Health,Certified,CDSS,6,Orange,25542 Dana Mesa Drive,San Juan Capistrano,92675,MHBT220399,California,"Orange, California"
SRP (Social Rehabilitation Program),California Detox Llc,Connections Mental Health (Bigelow),Certified,CDSS,6,Orange,17811 Bigelow Park,Tustin,92780,MHBL240478,California,"Orange, California"
SRP (Social Rehabilitation Program),California Detox Llc,Connections Mental Health (Lincoln),Certified,CDSS,6,Orange,17841 Lincoln Street,Villa Park,92861,MHBL240509,California,"Orange, California"
SRP (Social Rehabilitation Program),California Healing Centers Llc,California Healing Centers Llc,Certified,CDSS,6,San Diego,15702 Circo Dieguno,Del Mar,92104,MHBT250559,California,"San Diego, California"
SRP (Social Rehabilitation Program),California Mental Health Llc,California Mental Health Llc - Marie Ct,Certified,CDSS,6,Santa Clara,14865 Marie Court,San Martin,95046,MHBS230468,California,"Santa Clara, California"
SRP (Social Rehabilitation Program),Cambridge Mental Health Management Llc,Cambridge Mental Health Llc,Certified,CDSS,6,Orange,19402 Sierra Bello Road,Irvine,92603,MHBT200346,California,"Orange, California"
SRP (Social Rehabilitation Program),Caminar,Eucalyptus House,Certified,CDSS,12,San Mateo,2 Edgewood Court,Daly City,94014,MHAT910042,California,"San Mateo, California"
SRP (Social Rehabilitation Program),Caminar/Clc,Hawthorne House,Certified,CDSS,12,San Mateo,251 Jackson Avenue,Redwood City,94061,MHBT940101,California,"San Mateo, California"
SRP (Social Rehabilitation Program),Castlegate Llc,Huntington Beach Mental Health,Certified,CDSS,6,Orange,9542 Castlegate Drive,Huntington Beach,92646,MHBS250533,California,"Orange, California"
SRP (Social Rehabilitation Program),Central Star Behavioral Health Inc,Central Star Crisis Residential Treatment,Certified,CDSS,16,Fresno,496 South Barton Avenue,Fresno,93702,MHBS190259,California,"Fresno, California"
SRP (Social Rehabilitation Program),Central Star Behavioral Health Inc,Central Star Crisis Residential Unit,Certified,CDSS,16,Merced,"301 East 13th Street, Suite D",Merced,95341,MHBS190258,California,"Merced, California"
SRP (Social Rehabilitation Program),Central Star Behavioral Health Inc,Central Star La County Usc Crt,Certified,CDSS,16,Los Angeles,"1774 Zonal Avenue, Building C",Los Angeles,90033,MHBS220416,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Central Star Behavioral Health Inc,Central Star Olive View Ucla Crt,Certified,CDSS,16,Los Angeles,14129 Bucher Avenue,Sylmar,91342,MHBS220410,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Central Star Behavioral Health Inc,Central Star Rancho Los Amigos Crisis Residential,Certified,CDSS,16,Los Angeles,7745 Leeds Street,Downey,90242,MHBS220413,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Changing Options Sd Inc,Changing Options,Certified,CDSS,14,San Diego,500 3rd Street,Ramona,92065,MHBT250553,California,"San Diego, California"
SRP (Social Rehabilitation Program),Clear Recovery Center Llc,Clear Behavioral Health (Highview),Certified,CDSS,6,Los Angeles,1208 Highview Avenue,Manhattan Beach,90266,MHBS230459,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Clear Recovery Center Llc,Clear Behavioral Health (Manhattan Pl),Certified,CDSS,6,Los Angeles,18616 Manhattan Place,Torrance,90504,MHBS230479,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Clearview Centers Llc,Clearview Treatment Programs,Certified,CDSS,6,Los Angeles,2616 Grandview Avenue,Venice,90291,MHBS200321,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Cmh Home Fund Mgr Llc,Stone Healing,Certified,CDSS,6,Ventura,888 Via Arroyo,Ventura,93003,MHBS240520,California,"Ventura, California"
SRP (Social Rehabilitation Program),Community Research Foundation,Casa Pacifica,Certified,CDSS,14,San Diego,321 Cassidy Street,Oceanside,92054,MHAT910051,California,"San Diego, California"
SRP (Social Rehabilitation Program),Community Research Foundation,Del Sur Crisis Center,Certified,CDSS,12,San Diego,892 27th Street,San Diego,92154,MHAS910045,California,"San Diego, California"
SRP (Social Rehabilitation Program),Community Research Foundation,Esperanza Crisis Center,Certified,CDSS,16,San Diego,490 N Grape Street,Escondido,92025,MHBS160207,California,"San Diego, California"
SRP (Social Rehabilitation Program),Community Research Foundation,Halcyon Center,Certified,CDSS,14,San Diego,1664 Broadway,El Cajon,92021,MHAS910047,California,"San Diego, California"
SRP (Social Rehabilitation Program),Community Research Foundation,Jary Barreto Crisis Center,Certified,CDSS,14,San Diego,2865 Logan Avenue,San Diego,92113,MHAS910050,California,"San Diego, California"
SRP (Social Rehabilitation Program),Community Research Foundation,New Vistas,Certified,CDSS,14,San Diego,734 10th Avenue,San Diego,92101,MHAS910048,California,"San Diego, California"
SRP (Social Rehabilitation Program),Community Research Foundation,Turning Point Crisis Center,Certified,CDSS,11,San Diego,1738 S. Tremont Street,Oceanside,92054,MHAS910046,California,"San Diego, California"
SRP (Social Rehabilitation Program),Community Research Foundation,Vista Balboa,Certified,CDSS,16,San Diego,545 Laurel Street,San Diego,92101,MHBS950117,California,"San Diego, California"
SRP (Social Rehabilitation Program),Community Solutions For Children Families And Individuals,Community Solutions Crisis Residential,Certified,CDSS,15,Santa Clara,115 Madrone Avenue,Morgan Hill,95037,MHBS170237,California,"Santa Clara, California"
SRP (Social Rehabilitation Program),Community Solutions Inc,La Casa Del Puente,Certified,CDSS,12,Santa Clara,17415 & 17425 Depot Street,Morgan Hill,95037,MHAT910039,California,"Santa Clara, California"
SRP (Social Rehabilitation Program),Community Support Network,A Step Up,Certified,CDSS,12,Sonoma,420 East Cotati Avenue,Cotati,94931,MHAT910041,California,"Sonoma, California"
SRP (Social Rehabilitation Program),Compassion Pathway Behavioral Health Llc,Bayoak Srf,Certified,CDSS,6,Sacramento,7309 Bayoak Way,Citrus Heights,95621,MHBL250530,California,"Sacramento, California"
SRP (Social Rehabilitation Program),Compassion Pathway Behavioral Health Llc,Anderson Creek Srf,Certified,CDSS,14,Shasta,1901 Barney Road,Anderson,96007,MHBL230460,California,"Shasta, California"
